wordlist,countlist,maxlike,totallike,avelike
washhouse,1,66,66,66
thehotrainband,1,66,66,66
keepdiroaddustytour,1,66,66,66
shooter,1,66,66,66
bigfamontour,1,38,38,38
photo,1,38,38,38
marmot,1,38,38,38
18_35,1,38,38,38
canon,1,38,38,38
natgeo,1,38,38,38
roadtrip,1,38,38,38
tour,1,38,38,38
animal,1,38,38,38
cutelife,1,38,38,38
templesquare,1,13,13,13
thechurchofjesuschristoflatterdaysaints,1,13,13,13
aussieabroard,1,6,6,6
aus,1,6,6,6
melsadventure,1,6,6,6
6thgradeproject,2,39,64,32
4jun2015,2,39,64,32
medievalcastle,1,39,39,39
pha,2,39,64,32
thursdaytalent,2,39,64,32
pacificheritageacademy,2,39,64,32
utahgolf,1,56,56,56
mletravels,1,56,56,56
golf,1,56,56,56
interiordesign,1,56,56,56
airlining,1,56,56,56
mylifeinthesky,1,56,56,56
wheelsup,1,56,56,56
west,1,137,137,137
watch,1,137,137,137
twining,1,137,137,137
mk,1,137,137,137
reservations2015,1,217,217,217
gumbotalk,1,217,217,217
growinguptoofast,1,46,46,46
samoa,1,46,46,46
littlesister,1,46,46,46
8thgradepromotion,1,46,46,46
favorite,1,46,46,46
tongan,1,46,46,46
littlepony,1,46,46,46
ihateit,1,7,7,7
jetengines,1,21,21,21
skywest,1,21,21,21
ilooklikeshit,1,95,95,95
proudsister,1,95,95,95
swagmademedoit,1,95,95,95
imstillthecutestkidinthefamily,1,95,95,95
squuuad,1,95,95,95
shesonlytallercausesheswearingheels,1,95,95,95
elementaryschool,1,4,4,4
middleschool,1,4,4,4
bayarea,1,43,43,43
onlyhitsaremadeinthewashhouse,1,43,43,43
heartbreakgang,1,43,43,43
shotbydamian,1,43,43,43
poem,2,22,36,18
promises,2,22,36,18
honesty,1,22,22,22
rmdrake,2,22,36,18
wordporn,1,22,22,22
life,4,22,63,15
writeforpleasure,2,22,36,18
truth,1,22,22,22
poems,2,22,36,18
lucyocean,2,22,36,18
frommysoul,2,22,36,18
latenights,1,0,0,0
ayearago,1,11,11,11
visiting,1,11,11,11
statutes,1,11,11,11
geeks,2,16,27,13
mirrors,1,11,11,11
bothofus,1,11,11,11
lottleamerica,1,11,11,11
dancing,1,11,11,11
poses,1,11,11,11
enjoy,1,16,16,16
beginner,1,16,16,16
relaxing,1,16,16,16
fatcats,1,16,16,16
zoom,1,16,16,16
selfies,1,16,16,16
birthday,1,16,16,16
bowling,1,16,16,16
determined,1,16,16,16
hearts,1,15,15,15
car,1,15,15,15
joy,1,15,15,15
matural,1,15,15,15
freshair,1,15,15,15
blacknwhite,1,15,15,15
cars,1,15,15,15
wind,1,15,15,15
bestfriend,1,16,16,16
thisbeauty,1,16,16,16
airlinepilot,1,342,342,342
cl65,1,342,342,342
pilotlife,1,342,342,342
rjscum,1,342,342,342
tiuteam,1,11,11,11
bikiniseries,1,11,11,11
summervacation,1,23,23,23
countdownbegins,1,23,23,23
68daysuntilheshome,1,23,23,23
wednesdaymessage,1,27,27,27
3jun2015,1,27,27,27
butitsworthatry,1,7,7,7
thisprobablywontwork,1,7,7,7
iloveglitches,1,7,7,7
deaddeal,1,7,7,7
adventuresthrueverybite,1,15,15,15
738,1,15,15,15
flylife,1,15,15,15
nyc,1,53,53,53
spiritjunkie,1,53,53,53
sjmc,1,53,53,53
seriouslythecutest,1,48,48,48
beautylikemama,1,48,48,48
namesake,1,153,153,153
mynigga,1,153,153,153
hismomposttoomuch,1,153,153,153
polyasian,1,153,153,153
2k20,1,65,65,65
2k19,1,65,65,65
girlfriend,1,9,9,9
stripper,1,9,9,9
xboxone,1,9,9,9
gta5,1,9,9,9
tiller,1,11,11,11
homeowner,1,11,11,11
yardwork,1,11,11,11
campfire,1,74,74,74
aerial,1,14,14,14
thunderstorm,1,14,14,14
walking,1,24,24,24
oldersis,1,29,29,29
loveher,1,29,29,29
partnerineverything,1,29,29,29
kppartner,1,29,29,29
travellife,1,36,36,36
xgames,1,36,36,36
craftbeernation,1,25,25,25
craftbeer,1,25,25,25
thankyourunning,1,18,18,18
ymca,1,18,18,18
rockymountainhome,1,18,18,18
rmnp,1,18,18,18
nationalrunningday,1,18,18,18
latergram,1,18,18,18
lyrics,1,14,14,14
inthebreeze,1,14,14,14
tonight,1,14,14,14
broken,1,14,14,14
lyric,1,14,14,14
missedyou,1,14,14,14
song,1,14,14,14
hintofyou,1,14,14,14
withoutyou,1,14,14,14
phonebook,1,21,21,21
