wordlist,countlist,maxlike,totallike,avelike
gayfollow,2,41,65,32
gaylife,4,56,174,43
gayboyswag,2,41,65,32
gaypride,2,41,65,32
gaytwinks,2,41,65,32
gaymen,4,56,174,43
gaykik,2,41,65,32
instahomo,4,56,174,43
gayselfie,4,56,174,43
gayhunk,2,41,65,32
gayguy,4,56,174,43
gaystud,2,41,65,32
gaytop,2,41,65,32
gayguys,2,41,65,32
gayman,4,56,174,43
gaystagram,2,41,65,32
gayboys,2,41,65,32
gays,2,41,65,32
gaybottom,2,41,65,32
gayhot,2,41,65,32
gaymuscle,2,41,65,32
gaytwink,2,41,65,32
gaytwinklover,2,41,65,32
cutegay,1,24,24,24
gayfollowers,1,24,24,24
mrs,1,11,11,11
mr,1,11,11,11
nikes,1,17,17,17
stripedesjan,1,4,4,4
westknits,1,4,4,4
moreshawlsplease,1,4,4,4
nosleeptilendsarewovenin,1,4,4,4
yarniapdx,1,4,4,4
words,1,22,22,22
artistwords,1,22,22,22
vangogh,1,22,22,22
instaquote,1,22,22,22
stennytravels,1,21,21,21
thespian,1,11,11,11
shakespeareisnotdead,1,11,11,11
crystalchromes,2,97,132,66
fantafanta,1,55,55,55
refreshing,1,55,55,55
jetski,1,55,55,55
mthood,2,55,64,32
fanta,1,55,55,55
orange,1,55,55,55
boat,2,106,161,80
columbiariver,1,55,55,55
happybirthdaygrams,1,102,102,102
thugingwithgrams,1,102,102,102
84,1,102,102,102
minigolfarcadecarpet,1,13,13,13
skowhegan,1,29,29,29
followyourbliss,1,25,25,25
bridgeport,1,59,59,59
greytabbiesrule,1,59,59,59
kittybestie,1,59,59,59
furbaby,1,59,59,59
alltomyself,1,42,42,42
poolvibes,1,42,42,42
poolbandit,1,42,42,42
yolo,2,42,72,36
laxin,1,42,42,42
solodolo,1,42,42,42
doinme,1,42,42,42
thepruniest,1,42,42,42
fridayadventures,1,42,42,42
facepaint,1,5,5,5
homesweethome,1,20,20,20
503,1,20,20,20
nursingstudent,1,37,37,37
woohoo,1,37,37,37
sillyclinicalgroup,1,37,37,37
nursinglife,1,37,37,37
nursingschool,1,37,37,37
wedidit,1,37,37,37
weresoclosetotheend,1,37,37,37
pollonorte,1,21,21,21
bewell,1,3,3,3
airplanebird,1,3,3,3
travelbird,1,3,3,3
brothers,1,13,13,13
myrtlebeach,1,13,13,13
justmissingjason,1,13,13,13
southcarolina,1,13,13,13
goodbye,1,13,13,13
hello,1,13,13,13
uglycarpet,1,13,13,13
gbitnailartfeature,1,35,35,35
55,1,48,48,48
happybirthdaydaddy,1,48,48,48
sosweet,1,23,23,23
sopretty,1,23,23,23
flowers,3,24,69,23
boom,1,23,23,23
birthdaymonth,1,23,23,23
pdxnow,1,38,38,38
grownups,1,5,5,5
weewee,1,5,5,5
adults,1,5,5,5
davechappelle,2,10,15,7
tbt,3,24,39,13
chappelleshow,2,10,15,7
peepee,1,5,5,5
derps,1,5,5,5
lastsaturday,1,5,5,5
dubsmash,2,10,15,7
poopoo,1,5,5,5
one10clothing,1,5,5,5
swag,2,64,69,34
tnmx,1,5,5,5
familia,1,5,5,5
usa,2,21,26,13
byeportland,1,18,18,18
andconcrete,1,18,18,18
kbye,1,18,18,18
helloorlando,1,18,18,18
oldtonew,1,18,18,18
disneyworld,1,18,18,18
woman,1,24,24,24
beauty,1,24,24,24
leopardprint,1,24,24,24
leopard,1,24,24,24
vegas,1,24,24,24
pumps,1,24,24,24
female,1,24,24,24
cargirl,1,24,24,24
heels,1,24,24,24
style,1,24,24,24
atleastilookedgood,1,24,24,24
leopardheels,1,24,24,24
sema,1,24,24,24
redhairdontcare,1,24,24,24
puregold,1,10,10,10
oneofmyfaveshows,1,10,10,10
boobs,1,10,10,10
howling,1,10,10,10
helikestopee,1,10,10,10
rkelly,1,10,10,10
comedycentral,1,10,10,10
longhair,1,10,10,10
pissonyou,1,10,10,10
saturday,1,10,10,10
tattoo,1,27,27,27
imnoangel,1,27,27,27
lovetheskinyouarein,1,27,27,27
girlswithtattoos,1,27,27,27
beautybeyondsize,1,27,27,27
sleevetattoo,1,27,27,27
girlswithcurves,1,27,27,27
curvy,1,27,27,27
curves,2,40,67,33
famouscarpet,1,9,9,9
hipstercapitol,1,9,9,9
barre3challenge,1,23,23,23
pdxgoodeats,1,23,23,23
tiupdx,1,23,23,23
tiuoregon,1,23,23,23
tiuteam,1,23,23,23
tiumember,1,23,23,23
bikiniseries,1,23,23,23
vovó,1,9,9,9
teal,1,9,9,9
car,1,9,9,9
dorobotsmate,1,9,9,9
volvo,1,9,9,9
volvo140,1,9,9,9
carsareart,1,9,9,9
volvo144,1,9,9,9
roadster,1,9,9,9
cabincrew,1,21,21,21
crewlife,1,21,21,21
flightlife,1,21,21,21
flightcrew,1,21,21,21
commuterlife,1,21,21,21
daysoff,1,21,21,21
flightattendant,2,44,65,32
upperleft,1,21,21,21
nwliving,1,21,21,21
bettertobehome,1,21,21,21
oneontagorge,1,22,22,22
comeup,1,17,17,17
prosper,1,17,17,17
money,2,31,48,24
is,1,17,17,17
boutit,1,17,17,17
neverstop,1,17,17,17
squadshit,1,17,17,17
foams,1,17,17,17
everyday,1,17,17,17
townshit,1,17,17,17
posted,1,17,17,17
outhere,1,17,17,17
nike,2,64,81,40
bop,1,17,17,17
sun,2,40,57,28
guwop,1,17,17,17
cash,1,17,17,17
lightskin,1,17,17,17
grind,1,17,17,17
live,1,17,17,17
trappin,1,17,17,17
sackchase,1,17,17,17
younggod,1,17,17,17
foamposite,1,17,17,17
head,1,17,17,17
