wordlist,countlist,maxlike,totallike,avelike
asteraceae,1,38,38,38
nikon,1,38,38,38
carduusnutans,1,38,38,38
nikonusa,1,38,38,38
planta,1,38,38,38
sunset,1,38,38,38
flor,1,38,38,38
carduus,1,38,38,38
hormiga,1,38,38,38
sigma,1,38,38,38
plantae,1,38,38,38
lsd,1,21,21,21
47,1,21,21,21
positivity,1,21,21,21
peace,1,21,21,21
longlivesteelo,1,21,21,21
positivevibes,1,21,21,21
lips,1,21,21,21
goodvibes,1,21,21,21
harmony,1,21,21,21
balance,1,21,21,21
lonelystoner,1,21,21,21
vintage,1,12,12,12
vintagemasonic,1,12,12,12
hornyyyyyyyyaf,1,11,11,11
playboybunny,1,11,11,11
dm,1,11,11,11
freethenipple,1,11,11,11
exposing,1,11,11,11
eggplantz,1,11,11,11
direct,1,11,11,11
kik,1,11,11,11
freethenipplemovement,1,11,11,11
skype,1,11,11,11
adultto,1,11,11,11
seduceddd,1,11,11,11
sodak,1,2,2,2
bridge,1,11,11,11
run,2,14,25,12
juneworktak,1,11,11,11
dolphin,1,11,11,11
pigeon,1,11,11,11
junework,1,11,11,11
prasaritapadottanasanaa,1,29,29,29
yogagivesbackchallenge,1,29,29,29
yogagivesbackchallengetak,1,29,29,29
handstandsforever,1,14,14,14
handstandlife,1,14,14,14
handstandtracyak68730,1,14,14,14
handstandadaykeepsthedoctoraway,1,14,14,14
handstandbuddies,1,14,14,14
handstand,1,14,14,14
handstand730,1,14,14,14
squats,1,58,58,58
lunges,1,58,58,58
goals,1,58,58,58
keepwatching,1,58,58,58
quads,1,58,58,58
bootywork,1,58,58,58
legday,1,58,58,58
hammies,1,58,58,58
humpday,1,58,58,58
vsco,1,57,57,57
vscocam,1,57,57,57
fsd,1,15,15,15
ramplife,1,15,15,15
md80,1,15,15,15
allegiant,1,15,15,15
gateagent,1,15,15,15
summernights,1,15,15,15
californiadreamin,1,15,15,15
lax,1,15,15,15
lovemyjob,1,15,15,15
planesyo,1,15,15,15
ugp,1,29,29,29
mbhasketts,1,29,29,29
uniongrovepickers,1,29,29,29
neighborhoodcathedral,1,12,12,12
stjosephcathedral,1,12,12,12
hultgrenconstruction,1,6,6,6
216loft,1,6,6,6
combind,1,6,6,6
pushpress,1,7,7,7
whiteboardfun,1,7,7,7
membersrock,1,7,7,7
girlytattoo,1,6,6,6
goldtones,1,6,6,6
mickysharpz,1,6,6,6
jewelrytattoo,1,6,6,6
funclients,1,6,6,6
locket,1,6,6,6
tattoosforkids,1,6,6,6
3dtattoo,2,10,16,8
femininetattoos,1,6,6,6
militarytattoo,1,10,10,10
airforce,1,10,10,10
airforcetattoo,1,10,10,10
chesttattoo,1,10,10,10
dogtagtattoo,1,10,10,10
dogtags,1,10,10,10
goodoltim,1,10,10,10
military,1,10,10,10
season2,1,5,5,5
greysanatomy,1,5,5,5
greys,1,5,5,5
littlegirl,1,3,3,3
marjigglytyrell,1,3,3,3
valery,1,3,3,3
babysitting,1,3,3,3
1,1,3,3,3
18,1,3,3,3
3,1,3,3,3
miracles,1,47,47,47
babies,1,47,47,47
medicalcentre,1,9,9,9
sanford,1,9,9,9
hospital,1,9,9,9
universityofsouthdakota,1,9,9,9
rontherobot,1,15,15,15
vlad,1,15,15,15
traditional,1,15,15,15
traditionaltattoo,1,15,15,15
therealdracula,1,15,15,15
traditionaltattooflash,1,15,15,15
vladtepes,1,15,15,15
siouxfallstattooer,1,15,15,15
fattystattys,1,15,15,15
