wordlist,countlist,maxlike,totallike,avelike
rednose,1,21,21,21
superdark,2,20,28,14
superawesome,2,20,28,14
superloud,2,20,28,14
graceaskew,1,3,3,3
dtphxlove,1,51,51,51
swag,1,0,0,0
crushkilldestroyswag,1,0,0,0
toatallydidntstagethewholethinghediditallbyhimself,1,0,0,0
fuckthisshitimout,1,0,0,0
daughter,1,11,11,11
layingintheshade,1,11,11,11
afterparty,1,22,22,22
after,1,22,22,22
garfieldartsdistrict,1,22,22,22
vegan,1,22,22,22
community,1,22,22,22
farmtotable,1,22,22,22
bounty,1,22,22,22
delivery,1,26,26,26
naturallean,1,26,26,26
ricecrispies,1,26,26,26
hookup,1,26,26,26
medibles,1,26,26,26
prop203,1,26,26,26
cosmo,1,16,16,16
wanda,1,16,16,16
phoenixcomicon,2,23,39,19
pcc,2,23,39,19
fairlyoddparents,1,16,16,16
fullout,1,35,35,35
dance,1,35,35,35
dope,1,35,35,35
drake,1,35,35,35
hiphop,1,35,35,35
dancer,1,35,35,35
passion,1,35,35,35
5678,1,35,35,35
werk,1,35,35,35
movement,1,35,35,35
starwars,1,23,23,23
yearofstarwars,1,23,23,23
darthrevan,1,23,23,23
brilliant,1,15,15,15
forcemajeure,1,15,15,15
eddieizzard,1,15,15,15
kwss,1,22,22,22
pressroom,1,22,22,22
molly,1,22,22,22
live,1,22,22,22
shesakeeper,1,62,62,62
producer,1,62,62,62
maudio,1,62,62,62
keys,1,62,62,62
lab,1,62,62,62
beats,1,62,62,62
amanijae,1,62,62,62
piano,1,62,62,62
pressroomaz,1,14,14,14
paintingphoenixpink,1,21,21,21
stevesbarandgrill,1,21,21,21
whenbaseballislife,1,12,12,12
whenswimmingislife,1,12,12,12
cheers,1,15,15,15
vegas,1,15,15,15
poolparties,1,15,15,15
cuzwhynot,1,15,15,15
goodpeeps,1,15,15,15
