wordlist,countlist,maxlike,totallike,avelike
904,1,16,16,16
jaxtruecooks,1,16,16,16
whatwedo,1,16,16,16
helpthehungry,1,16,16,16
livingthedream,1,17,17,17
teamsideline,1,17,17,17
sitcjax,2,641,678,339
irunjax,1,37,37,37
circleupboldcity,1,37,37,37
downtownjacksonville,1,37,37,37
igersfirstcoast,1,37,37,37
discoverjax,1,37,37,37
igersusa,2,641,678,339
aintnobodygottimeforthat,1,6,6,6
lordjesusitsafire,1,6,6,6
sweetbrown,1,6,6,6
nocellphones,1,6,6,6
walkinginaspiderweb,1,4,4,4
thisguy,1,4,4,4
spider,1,4,4,4
spiderweb,1,4,4,4
astroturf,1,8,8,8
fancy,1,8,8,8
grassisntalwaysgreener,1,8,8,8
firstclassathletics,1,904,904,904
theyaretheish,1,904,904,904
jacksonvilleenthusiast,1,11,11,11
lovemycity,1,11,11,11
breaktheseal,1,11,11,11
soldiersknowpain,1,9,9,9
imasoldier,1,9,9,9
acrylic,1,9,9,9
acrylicpainting,1,9,9,9
britfloyd,1,9,9,9
floridatheater,1,9,9,9
downtownjax,2,111,120,60
130am,1,12,12,12
nowweplayinkickball,1,12,12,12
daddyduty247,1,12,12,12
footballcatchfirst,1,12,12,12
heneedtobsleep,1,12,12,12
itturnhimup,1,12,12,12
daveandbusterdidntturnhimdown,1,12,12,12
idgt,1,12,12,12
lgbt,1,6,6,6
incahoots,3,6,17,5
afterparty,1,9,9,9
tasslemagic,1,9,9,9
ilovecaitlynjenner,1,9,9,9
theworldisevolving,1,9,9,9
moshjax,1,17,17,17
nordic,1,17,17,17
sleeve,1,17,17,17
girlswithtattoos,1,17,17,17
thankshomies,1,88,88,88
dumbtricks,1,88,88,88
goforfour,1,88,88,88
landing,1,16,16,16
birthdaygirl,1,5,5,5
youwillalwaysbeolderthanme,1,5,5,5
carryon,1,2,2,2
youarewhatyouattract,1,2,2,2
besubtle,1,2,2,2
dontgetmad,1,2,2,2
onthemans,1,2,2,2
lookinthemirror,1,2,2,2
facts,1,2,2,2
beforeyoujudge,1,2,2,2
besties,2,52,57,28
graduation,1,52,52,52
tbtjax,1,641,641,641
jax2025,1,641,641,641
artwalkjax,2,641,969,484
instagram_florida,1,641,641,641
904latenightposts,1,641,641,641
igers_staugustine,1,641,641,641
standunited,1,641,641,641
downtownisonfire,1,641,641,641
gemstonejewelry,1,60,60,60
sharktoothjewelry,1,60,60,60
quartz,1,60,60,60
handmadejewelry,1,60,60,60
jacksonvilleartwalk,1,60,60,60
couturejems,1,60,60,60
labradorite,1,60,60,60
healingcrystals,1,60,60,60
quartzcrystal,1,60,60,60
keepitlocal,1,60,60,60
girlaonly,1,5,5,5
thesebitches,1,5,5,5
girlcode,1,5,5,5
floridalife,1,5,5,5
pmlife,1,5,5,5
colorxg,1,5,5,5
pmtsj,1,5,5,5
home,1,111,111,111
mainstreetbridge,1,111,111,111
jaxfl,1,6,6,6
theboy,1,6,6,6
thegirl,1,6,6,6
gayboy,1,6,6,6
club,1,6,6,6
thelife,1,6,6,6
mysouthernexposure,1,328,328,328
artwalk,1,14,14,14
flatland,1,14,14,14
instapug,1,27,27,27
puglife,1,27,27,27
pug,1,27,27,27
puglove,1,27,27,27
ilovemypug,1,27,27,27
pugmania,1,27,27,27
ilovehim,1,27,27,27
pugnation,1,27,27,27
pugs,1,27,27,27
pugsnotdrugs,1,27,27,27
pugworld,1,27,27,27
pugsofinstagram,1,27,27,27
girlsnigjt,1,5,5,5
official,1,40,40,40
